id,name,Test-1+G,Test-1-G,Test-2+G,Test-2-G,Test-3+G,Test-3-G,control-1+G,control-1-G,control-2+G,control-2-G,control-3+G,control-3-G
ENSMUSG00000001870,Ltbp1,552,0,362,43,23,0,5181,3084,752,6,12,0
ENSMUSG00000001891,Ugp2,3098,54252,3074,110,52,50,3515,5777,0,15778,105,29
ENSMUSG00000001901,Kcnh6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001909,Trmt1,16,0,67,0,0,0,0,20,0,0,0,0
ENSMUSG00000001910,Nacc1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001911,Nfix,79,17,28,76,0,0,735,142,50,1418,180,14
ENSMUSG00000001918,Slc1a5,5,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000001924,Uba1,14,0,5,0,0,0,0,0,0,0,0,0
ENSMUSG00000001930,Vwf,230,0,476,0,0,295,0,133,10,0,0,97
ENSMUSG00000001942,Siae,239,0,61,69,0,23,46,107,0,0,112,0
ENSMUSG00000001943,Vsig2,3,0,12,0,0,0,0,0,0,0,0,0
ENSMUSG00000001946,Esam,0,0,6,0,0,0,0,9,0,0,0,0
ENSMUSG00000001948,Spa17,26,0,51,14,0,0,49,65,0,0,0,0
ENSMUSG00000001962,Fam50a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001964,Emd,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001983,Taco1,137,0,20,0,0,0,0,0,65,0,0,0
ENSMUSG00000001985,Grik3,30,12,14,9,0,0,12,0,86,0,0,19
ENSMUSG00000001986,Gria3,33,0,45,0,0,0,3,19,0,0,0,0
ENSMUSG00000001988,Npas1,0,0,13,0,0,0,0,0,0,0,0,0
ENSMUSG00000001995,Sipa1l2,50,0,28,0,0,0,6,3,0,0,0,0
ENSMUSG00000001998,Ap4e1,26,0,0,0,0,0,0,78,0,0,0,0
ENSMUSG00000001999,Blvra,132,0,21,6,0,0,0,80,0,0,25,0
ENSMUSG00000002006,Pdzd4,0,0,5,0,0,0,0,0,0,0,0,0
ENSMUSG00000002007,Srpk3,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002010,Idh3g,9,0,7,0,0,0,0,0,0,0,0,0
ENSMUSG00000002012,Pnck,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002014,Ssr4,42,0,204,0,0,0,0,0,0,0,0,0
ENSMUSG00000002015,Bcap31,8,0,82,0,0,0,67,0,0,4,0,0
ENSMUSG00000002017,Fam98a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002020,Ltbp2,9,0,12,0,0,0,0,6,0,0,0,0
ENSMUSG00000002028,Kmt2a,249,0,43,0,0,0,0,0,4,0,0,0
ENSMUSG00000002031,Ift46,183,0,14,0,0,0,0,841,176,0,4,0
ENSMUSG00000002032,Tmem25,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002033,Cd3g,0,0,20,0,0,0,0,0,0,0,0,0
ENSMUSG00000002043,Trappc6a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002052,Supt6,277,0,28,39,32,0,0,27,150,0,28,0
ENSMUSG00000002055,Spag5,59,0,62,111,0,0,0,29,0,0,0,19
ENSMUSG00000002057,Foxn1,0,0,0,0,0,0,0,8,0,0,0,0
ENSMUSG00000002058,Unc119,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002059,Rab34,8,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002064,Sdf2,4,0,7,0,188,0,0,4,0,0,0,0
ENSMUSG00000002068,Ccne1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002076,Hsf2bp,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002083,Bbc3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002100,Mybpc3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002102,Psmc3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002103,Acp2,26,0,63,0,0,0,0,5,0,0,0,0
ENSMUSG00000002104,Rapsn,5,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002105,Slc39a13,35,0,4,0,0,0,0,11,0,0,0,0
ENSMUSG00000002107,Celf2,535,0,202,52,9,72,47,214,152,54,49,14
ENSMUSG00000002108,Nr1h3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002109,Ddb2,11,0,26,0,0,0,0,12,0,0,0,0
ENSMUSG00000002111,Spi1,13,0,18,0,0,0,0,8,0,0,0,0
ENSMUSG00000002129,Sf3a1,203,7,69,0,0,0,9,242,0,0,166,0
ENSMUSG00000002147,Stat6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002190,Clgn,0,0,0,26,0,0,0,2,0,0,4,0
ENSMUSG00000002204,Napsa,18,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002205,Vrk3,0,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000002210,Smg9,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002221,Paxip1,396,0,1719,8,0,0,0,601,0,0,13753,0
ENSMUSG00000002222,Rmnd5a,2807,0,5433,0,0,0,4,5,27280,0,0,25
ENSMUSG00000002227,Mov10,0,0,11,0,0,0,0,6,0,0,0,0
ENSMUSG00000002228,Ppm1j,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002233,Rhoc,12,0,4,0,0,0,7,0,0,0,0,0
ENSMUSG00000002240,Prr27,0,0,7,0,0,0,0,0,0,0,0,0
ENSMUSG00000002249,Tead3,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002250,Ppard,0,0,0,0,0,0,0,10,0,0,0,0
ENSMUSG00000002257,Def6,0,0,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000002265,Peg3,25,0,12,0,0,0,5,24,0,0,0,0
ENSMUSG00000002266,Zim1,0,0,0,0,0,0,0,0,14,0,0,0
ENSMUSG00000002274,Metrn,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002279,Lmf1,45,0,86,0,14,0,0,20,0,0,0,0
ENSMUSG00000002280,Narfl,9,0,8,0,0,0,0,0,0,0,0,0
ENSMUSG00000002289,Angptl4,0,0,0,0,0,0,0,0,0,0,44,0
ENSMUSG00000002297,Dbf4,21,8,19,0,0,0,0,12,0,0,0,0
ENSMUSG00000002307,Daxx,5,0,15,0,0,0,0,0,0,0,0,0
ENSMUSG00000002308,Cd320,9,0,0,0,0,198,0,0,0,0,0,0
ENSMUSG00000002319,Ipo4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002320,Tm9sf1,87,0,0,0,0,0,4,0,0,0,0,141
ENSMUSG00000002324,Rec8,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002325,Irf9,0,0,0,0,0,0,0,0,10,0,0,0
ENSMUSG00000002326,Gmpr2,12,0,0,42,0,0,0,181,0,0,0,0
ENSMUSG00000002329,Mdp1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002332,Dhrs1,6,0,36,0,0,0,0,0,0,0,0,0
ENSMUSG00000002341,Ncan,864,0,640,8,41,264,33,157,0,11,0,37
ENSMUSG00000002342,Tmem161a,13,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000002343,Armc6,0,0,15,0,0,0,0,0,0,0,0,0
ENSMUSG00000002345,Borcs8,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002346,Slc25a42,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002365,Snx9,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002372,Ranbp3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002379,Ndufa11,0,4,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002384,Bmp8b,6,0,2,0,0,0,0,0,0,14,0,0
ENSMUSG00000002393,Nr2f6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002395,Use1,0,0,2,0,0,0,0,0,0,6,0,0
ENSMUSG00000002396,Ocel1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002409,Dyrk1b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002413,Braf,5507,1734,1422,3319,6,17506,2189,1482,6451,183,118,0
ENSMUSG00000002416,Ndufb2,773,35,777,5234,0,12191,1750,1849,0,12,0,0
ENSMUSG00000002428,Hltf,117,0,91,8,9,0,254,262,0,0,0,0
ENSMUSG00000002455,Prpf6,16,22,4,0,4,0,0,0,0,0,0,0
ENSMUSG00000002458,Rgs19,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002459,Rgs20,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002475,Abhd3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002477,Snrpd1,64,0,630,0,0,0,0,0,0,0,0,0
ENSMUSG00000002486,Tchp,0,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000002489,Tiam1,81,0,15,0,0,0,0,31,0,46,0,4
ENSMUSG00000002496,Tsc2,1,0,4,0,0,0,2,0,0,0,0,0
ENSMUSG00000002500,Rpl3l,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002504,Slc9a3r2,0,0,8,0,0,0,0,18,0,0,0,0
ENSMUSG00000002524,Puf60,12,0,0,0,0,0,0,0,0,0,16,0
ENSMUSG00000002546,Golga2,15,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002550,Uck1,0,0,0,0,24,0,0,0,0,0,0,0
ENSMUSG00000002565,Scin,0,0,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000002578,Ikzf4,6,0,0,0,0,0,0,46,0,0,0,0
ENSMUSG00000002580,Mien1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002588,Pon1,24,0,13,0,0,0,0,20,0,0,0,0
ENSMUSG00000002602,Axl,18,0,7,0,0,0,0,3,0,0,0,0
ENSMUSG00000002603,Tgfb1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002608,Ccdc97,4,0,0,0,0,0,0,0,5,0,0,0
ENSMUSG00000002617,Zfp40,278,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002625,Akap8l,17,0,0,0,0,2,0,52,0,0,0,0
ENSMUSG00000002633,Shh,0,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000002635,Pdcd2l,6,0,5,0,0,0,0,0,0,0,0,0
ENSMUSG00000002658,Gtf2f1,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002660,Clpp,35,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002661,Alkbh7,19,0,41,0,0,0,0,4,0,0,0,0
ENSMUSG00000002664,Pspn,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002668,Dennd1c,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002679,Med6,0,0,0,0,0,0,0,47,0,0,0,0
ENSMUSG00000002688,Prkd1,0,0,0,0,55,0,0,0,0,0,0,0
ENSMUSG00000002699,Lcp2,3,0,0,0,0,0,0,8,0,0,0,0
ENSMUSG00000002718,Cse1l,69,0,7,0,0,0,0,6,0,0,25,0
ENSMUSG00000002728,Naa20,76,0,47,89,0,0,0,10,0,0,16,0
ENSMUSG00000002731,Prkra,3,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002732,Fkbp7,140,0,212,0,0,0,36,0,0,0,0,0
ENSMUSG00000002733,Plekha3,750,53,755,0,9651,14,0,389,0,0,16,0
ENSMUSG00000002741,Ykt6,13,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002748,Baz1b,91,34,91,4,16,0,68,292,0,0,0,2
ENSMUSG00000002763,Pex6,3,0,0,14,0,0,0,0,0,0,0,0
ENSMUSG00000002767,Mrpl2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002768,Mea1,5,0,9,0,0,0,0,0,0,0,0,0
ENSMUSG00000002769,Gnmt,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000002771,Grin2d,1,0,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000002778,Kdelr1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002781,Tmem143,0,0,23,0,0,0,0,12,0,0,0,0
ENSMUSG00000002791,Pdxk-ps,109,513,97,0,0,0,59,146,0,581,0,0
ENSMUSG00000002797,Ggct,8,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002799,Jag2,14,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000002803,Btbd6,0,0,0,0,0,0,5,0,0,0,0,0
ENSMUSG00000002804,Nudt14,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002808,Epdr1,28,0,8,0,0,0,0,0,0,0,22,0
ENSMUSG00000002812,Flii,19,0,66,0,388,5,2,11,0,0,0,0
ENSMUSG00000002814,Top3a,12,0,30,0,0,0,0,0,24,19,0,0
ENSMUSG00000002820,Atg4d,63,0,60,0,0,0,0,0,0,0,0,0
ENSMUSG00000002825,Qtrt1,0,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000002831,Plin4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002833,Hdgfl2,29,0,0,0,0,0,0,0,0,39,0,0
ENSMUSG00000002835,Chaf1a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002844,Adprh,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002845,Tmem39a,63,0,86,0,0,0,0,0,0,0,0,0
ENSMUSG00000002846,Timmdc1,90,0,0,11,0,0,0,76,0,212,0,0
ENSMUSG00000002847,Pla1a,0,0,0,22,0,0,0,19,0,0,0,0
ENSMUSG00000002870,Mcm2,16,0,162,0,0,0,0,18,0,0,0,0
ENSMUSG00000002871,Tpra1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002881,Nab1,16,0,11,26,0,0,0,11,0,0,0,0
ENSMUSG00000002885,Adgre5,8,0,5,0,0,0,0,1,0,0,0,0
ENSMUSG00000002897,Il17ra,11,0,172,0,0,0,0,0,0,0,0,12
ENSMUSG00000002900,Lamb1,247,0,71,22,0,0,163,92,0,0,0,0
ENSMUSG00000002908,Kcnn1,0,0,5,0,0,0,0,0,0,0,0,0
ENSMUSG00000002910,Arrdc2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002930,Ppp1r17,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000002944,Cd36,12,0,4,0,0,37,10,0,0,0,0,0
ENSMUSG00000002948,Map2k7,0,0,4,0,0,0,8,14,0,0,0,0
ENSMUSG00000002949,Timm44,0,0,11,10,0,0,0,5,0,0,66,0
ENSMUSG00000002957,Ap2a2,4979,40,1831,107,0,4,217,704,5,8068,441,10607
ENSMUSG00000002963,Pnkp,21,0,32,0,0,0,0,0,0,0,0,0
ENSMUSG00000002968,Med25,118,194,132,0,0,0,94,129,2367,0,2269,0
ENSMUSG00000002980,Bcam,0,7,0,0,53,0,0,6,0,0,0,0
ENSMUSG00000002981,Clptm1,0,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000002983,Relb,14,0,0,0,0,0,0,4,0,0,0,0
ENSMUSG00000002984,Tomm40,4,0,8,0,0,0,0,20,0,0,0,0
ENSMUSG00000002985,Apoe,1,6,4,0,0,0,24,4,0,0,0,0
ENSMUSG00000002992,Apoc2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002996,Hbp1,19,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002997,Prkar2b,16,0,3,0,0,0,0,20,39,0,0,0
ENSMUSG00000003031,Cdkn1b,338,54,93,20,2521,0,13,150,7,0,0,864
ENSMUSG00000003032,Klf4,1413,0,2664,141,126,10,840,2970,1841,0,22,247
ENSMUSG00000003033,Ap1m1,5,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003037,Rab8a,8,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003038,Hmgn2,1333,0,538,0,18,94,1360,213,318,98,1544,75
ENSMUSG00000003039,Fam32a,14,0,12,337,0,0,0,11,0,0,0,0
ENSMUSG00000003051,Elf3,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000003053,Cyp2c29,293,0,97,0,0,0,0,38,126,206,0,0
ENSMUSG00000003062,Stard3nl,22,0,0,42,0,0,16,11,0,0,0,0
ENSMUSG00000003068,Stk11,3,0,19,12,0,0,24,22,0,0,0,0
ENSMUSG00000003070,Efna2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003072,Atp5d,16,0,44,0,0,0,0,0,0,0,0,0
ENSMUSG00000003099,Ppp5c,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003119,Cdk12,83,4,38,3,0,0,83,35,0,0,0,0
ENSMUSG00000003123,Lipe,0,0,6,0,0,0,0,0,0,0,0,0
ENSMUSG00000003131,Pafah1b2,272,0,621,11,212,0,1581,330,0,3099,785,359
ENSMUSG00000003134,Tbc1d8,0,0,0,0,0,0,0,0,13,0,0,0
ENSMUSG00000003135,Cnot11,150,0,9,0,0,140,0,111,8,0,0,157
ENSMUSG00000003153,Slc2a3,2,0,12,0,0,0,0,3,2,0,18,0
ENSMUSG00000003154,Foxj2,7,0,1,0,0,0,0,3,0,0,0,0
ENSMUSG00000003161,Sri,8,0,30,0,0,0,20,0,0,0,0,0
ENSMUSG00000003166,Dgcr2,9,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003184,Irf3,34,0,12,0,0,0,17,5,0,0,0,0
ENSMUSG00000003190,Bcl2l12,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003198,Zfp959,41,383,44,0,584,287,0,37,172,0,0,0
ENSMUSG00000003199,Mpnd,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003200,Sh3gl1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003206,Ebi3,8,0,4,0,0,0,3,0,0,0,0,17
ENSMUSG00000003208,Ccdc94,4,0,0,0,0,0,0,8,0,0,0,0
ENSMUSG00000003226,Ranbp2,88,0,76,0,0,0,10,28,0,0,0,0
ENSMUSG00000003227,Edar,5,0,12,0,0,0,0,0,0,0,0,0
ENSMUSG00000003228,Grk5,7,0,15,0,0,0,0,0,0,0,0,0
ENSMUSG00000003233,Dvl3,0,0,11,0,0,0,0,11,0,0,0,0
ENSMUSG00000003234,Abcf3,78,0,34,0,0,0,17,7,0,0,194,70
ENSMUSG00000003235,Eif2b5,10,0,10,0,0,0,0,29,0,0,0,948
ENSMUSG00000003269,Cyth2,0,0,0,0,0,0,4,0,0,0,0,0
ENSMUSG00000003271,Sult2b1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003273,Car11,0,0,13,0,0,0,0,0,0,0,0,8
ENSMUSG00000003279,Dlgap1,1018,0,585,73,8,89,4974,44,9724,0,0,58
ENSMUSG00000003282,Plag1,0,0,0,0,0,0,0,16,0,0,0,0
ENSMUSG00000003283,Hck,0,0,6,0,17,0,0,1,0,0,0,0
ENSMUSG00000003299,Mrpl4,0,0,5,0,0,0,0,0,30,0,0,0
ENSMUSG00000003308,Keap1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003309,Ap1m2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003316,Glg1,833,0,368,0,0,23,16,726,0,0,1359,0
ENSMUSG00000003341,Atp8b3,87,9,38,0,0,0,2,35,48,0,24,0
ENSMUSG00000003344,Btbd2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003345,Csnk1g2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003346,Abhd17a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003348,Mob3a,6,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003352,Cacnb3,0,0,191,0,0,0,0,0,0,0,0,0
ENSMUSG00000003354,Ccdc65,11,0,21,14,0,0,0,0,0,0,0,0
ENSMUSG00000003355,Fkbp11,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003360,Ddx23,46,0,24,0,46,0,0,159,0,0,0,0
ENSMUSG00000003363,Pld3,5,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003378,Grik5,0,0,5,0,0,0,0,0,0,0,0,0
ENSMUSG00000003379,Cd79a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003380,Rabac1,0,1,0,0,0,0,0,5,0,0,0,0
ENSMUSG00000003382,Etv3,4759,0,3714,0,0,0,10,4018,0,0,12911,0
ENSMUSG00000003402,Prkcsh,3810,0,13342,13885,4,0,216,1089,5974,16,4,0
ENSMUSG00000003410,Elavl3,7,0,26,0,0,0,44,12,0,0,0,0
ENSMUSG00000003411,Rab3b,31,0,8,0,0,0,0,0,64,0,0,0
ENSMUSG00000003418,St8sia6,25,0,14,5,0,1815,0,4,0,0,0,15
ENSMUSG00000003420,Fcgrt,0,0,0,0,0,0,0,21,0,0,0,0
ENSMUSG00000003421,Nosip,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003423,Pih1d1,12,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003429,Rps11,4,0,0,0,0,0,403,0,0,0,0,0
ENSMUSG00000003435,Supt5,23,0,24,56,0,0,0,16,0,0,0,0
ENSMUSG00000003436,Dll3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003437,Paf1,17,0,0,0,0,0,0,12,0,0,0,0
ENSMUSG00000003438,Timm50,0,0,13,0,0,197,0,0,0,0,0,0
ENSMUSG00000003444,Med29,8,0,47,0,0,0,0,17,0,0,0,0
ENSMUSG00000003452,Bicd1,61,0,29,92,31,0,44,32,59,0,18,0
ENSMUSG00000003458,Ncstn,33,0,12,0,0,0,0,0,0,43,16,0
ENSMUSG00000003464,Pex19,227,23,287,596,23,0,538,188,9793,0,0,0
ENSMUSG00000003469,Phyhip,6,0,53,0,0,0,0,7,0,0,0,0
ENSMUSG00000003476,Crhr2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003477,Inmt,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003484,Cyp4f18,4,0,10,0,0,0,0,0,0,0,0,0
ENSMUSG00000003500,Impdh1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003505,Psg18,21,0,11,0,0,0,0,0,0,0,0,0
ENSMUSG00000003518,Dusp3,19,197,4681,118,400,184,68,22,17796,127,8321,2469
ENSMUSG00000003526,Prodh,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003527,Dgcr14,0,0,3,0,0,0,0,3,0,0,0,0
ENSMUSG00000003528,Slc25a1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003531,Dgcr6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003534,Ddr1,3,0,0,23,0,0,0,0,0,0,0,0
ENSMUSG00000003541,Ier3,0,0,27,0,0,0,0,0,0,0,0,0
ENSMUSG00000003545,Fosb,465,16,217,8,0,0,159,491,115,0,197,358
ENSMUSG00000003546,Klc4,4,0,5,0,0,0,5,0,0,0,0,0
ENSMUSG00000003549,Ercc1,7,0,0,0,0,0,0,12,0,0,0,0
ENSMUSG00000003555,Cyp17a1,0,0,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000003559,As3mt,24,10,106,140,43,0,0,5,18,0,0,0
ENSMUSG00000003573,Homer3,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003575,Crtc1,16,0,21,0,4535,0,0,9,20,0,0,0
ENSMUSG00000003581,Rnf215,6,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000003585,Sec14l2,0,0,0,0,0,0,0,0,0,0,0,7
ENSMUSG00000003604,Aven,14,0,4,0,0,0,0,8,0,0,0,0
ENSMUSG00000003617,Cp,57,0,56,0,0,49,0,134,0,3,0,9
ENSMUSG00000003623,Crot,84,0,44,40,0,0,0,20,8,0,0,0
ENSMUSG00000003644,Rps6ka1,0,0,5,0,30,0,0,4,0,0,0,0
ENSMUSG00000003657,Calb2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003660,Snrnp200,34,0,14,29,0,0,0,0,0,8,180,40
ENSMUSG00000003662,Ciao1,2,0,0,0,0,0,0,32,0,0,0,0
ENSMUSG00000003665,Has1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003680,Taf6l,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000003721,Insig2,34,32,0,0,0,0,8,0,0,0,0,0
ENSMUSG00000003731,Kpna6,11,0,47,10,0,0,0,0,0,0,0,0
ENSMUSG00000003746,Man1a,75,0,153,0,0,0,63,97,0,0,5,0
ENSMUSG00000003752,Itpkc,5,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000003762,Coq8b,24,0,38,0,0,0,0,0,27,0,8,0
ENSMUSG00000003778,Brd8,104,59,201,430,0,130,7,540,1699,0,667,0
ENSMUSG00000003779,Kif20a,48,0,12,0,0,0,0,12,54,0,0,0
ENSMUSG00000003808,Farsa,1513,0,1494,0,0,5,303,1201,0,0,2760,32281
ENSMUSG00000003809,Gcdh,6,0,0,0,0,0,0,6,0,0,0,0
ENSMUSG00000003810,Mast2,7,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000003812,Dnase2a,6,0,16,12,0,0,0,0,0,0,0,0
ENSMUSG00000003813,Rad23a,10,0,5,0,0,0,0,0,0,0,0,0
ENSMUSG00000003814,Calr,1786,411,964,194,7021,328,7135,2798,324,7124,5734,480
ENSMUSG00000003824,Syce2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003847,Nfat5,151,41,153,0,141,0,8,122,8,0,0,0
ENSMUSG00000003848,Nob1,14,0,18,0,0,0,0,0,0,0,0,0
ENSMUSG00000003849,Nqo1,12,0,0,0,0,70,548,154,0,0,0,0
ENSMUSG00000003863,Ppfia3,23,0,12,0,0,0,0,0,0,33,0,0
ENSMUSG00000003865,Gys1,18,0,24,0,0,0,0,0,41,0,0,0
ENSMUSG00000003868,Ruvbl2,0,0,0,0,3,0,0,0,7,0,0,0
ENSMUSG00000003872,Lin7b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003873,Bax,7,0,0,0,0,0,0,0,0,0,70,0
ENSMUSG00000003882,Il7r,28,0,10,692,799,0,0,41,0,0,0,0
ENSMUSG00000003923,Tfam,32,0,40,9,0,14,0,0,0,0,0,0
ENSMUSG00000003929,Zfp81,19,0,24,0,0,0,0,0,0,0,0,0
ENSMUSG00000003934,Efnb3,8,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003948,Mmd,167,0,0,0,0,0,0,117,4,0,0,14
ENSMUSG00000003949,Hlf,0,22,16,19,0,0,43,54,12,17,92,16
ENSMUSG00000003955,Fam162a,7,0,0,25,0,0,0,0,0,0,0,0
ENSMUSG00000003970,Rpl8,7,0,28,0,77,0,0,0,0,0,0,0
ENSMUSG00000003974,Grm3,46,0,7,0,24,7,305,0,6,0,76,4
ENSMUSG00000003992,Ssbp2,298,0,365,0,0,0,11,636,5,0,0,0
ENSMUSG00000004018,Fancl,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004031,Brinp2,16,0,23,0,0,0,0,20,0,0,0,0
ENSMUSG00000004032,Gstm5,6,0,0,0,0,0,47,0,0,0,0,0
ENSMUSG00000004035,Gstm7,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004038,Gstm3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004040,Stat3,351,0,245,0,419,0,41,74,9,281,0,0
